GENOA	B-NONE
"	B-NARRATIVE
and	I-NARRATIVE
Angela	I-NARRATIVE
is	I-NARRATIVE
evidently	I-NARRATIVE
the	I-NARRATIVE
leading	I-NARRATIVE
lady	I-NARRATIVE
,	I-NARRATIVE

as	B-NARRATIVE
they	I-NARRATIVE
are	I-NARRATIVE
all	I-NARRATIVE
looking	I-NARRATIVE
at	I-NARRATIVE
her	I-NARRATIVE
.	I-NARRATIVE
"	I-NARRATIVE

Angela	B-NARRATIVE
,	I-NARRATIVE

sitting	B-NARRATIVE
erect	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
back	I-NARRATIVE
seat	I-NARRATIVE
,	I-NARRATIVE

her	B-DESCRIPTIVE
costume	I-DESCRIPTIVE
as	I-DESCRIPTIVE
crisp	I-DESCRIPTIVE
and	I-DESCRIPTIVE
immaculate	I-DESCRIPTIVE
as	I-DESCRIPTIVE
if	I-DESCRIPTIVE
she	I-DESCRIPTIVE
were	I-DESCRIPTIVE
on	I-DESCRIPTIVE
her	I-DESCRIPTIVE
way	I-DESCRIPTIVE
to	I-DESCRIPTIVE
a	I-DESCRIPTIVE
horse-show	I-DESCRIPTIVE
,	I-DESCRIPTIVE

her	B-DESCRIPTIVE
jaunty	I-DESCRIPTIVE
hat	I-DESCRIPTIVE
at	I-DESCRIPTIVE
the	I-DESCRIPTIVE
most	I-DESCRIPTIVE
stylish	I-DESCRIPTIVE
angle	I-DESCRIPTIVE
even	I-DESCRIPTIVE
if	I-DESCRIPTIVE
the	I-DESCRIPTIVE
crown	I-DESCRIPTIVE
was	I-DESCRIPTIVE
off	I-DESCRIPTIVE
color	I-DESCRIPTIVE
,	I-DESCRIPTIVE

looked	I-NARRATIVE
indeed	I-NARRATIVE
like	I-NARRATIVE
a	I-NARRATIVE
leading	I-NARRATIVE
lady	I-NARRATIVE
,	I-NARRATIVE
albeit	I-NARRATIVE
a	I-NARRATIVE
trifle	I-NARRATIVE
pale	I-NARRATIVE
and	I-NARRATIVE
in	I-NARRATIVE
need	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
aid	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
rouge-pot	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
greenroom	I-NARRATIVE
.	I-NARRATIVE

When	B-NARRATIVE
we	I-NARRATIVE
reached	I-NARRATIVE
our	I-NARRATIVE
hotel	I-NARRATIVE

we	B-NARRATIVE
were	I-NARRATIVE
all	I-NARRATIVE
exhausted	I-NARRATIVE
by	I-NARRATIVE
the	I-NARRATIVE
fatigue	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
day	I-NARRATIVE
and	I-NARRATIVE
the	I-NARRATIVE
long	I-NARRATIVE
strain	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
afternoon	I-NARRATIVE
;	I-NARRATIVE

but	B-NARRATIVE
Mrs.	I-NARRATIVE
Coxe	I-NARRATIVE
showed	I-NARRATIVE
herself	I-NARRATIVE
the	I-NARRATIVE
thorough-going	I-NARRATIVE
traveller	I-NARRATIVE
that	I-NARRATIVE
she	I-NARRATIVE
is	I-NARRATIVE

by	B-NARRATIVE
stopping	I-NARRATIVE
not	I-NARRATIVE
for	I-NARRATIVE
rest	I-NARRATIVE
or	I-NARRATIVE
refreshment	I-NARRATIVE

until	B-NARRATIVE
she	I-NARRATIVE
had	I-NARRATIVE
laid	I-NARRATIVE
a	I-NARRATIVE
detailed	I-NARRATIVE
account	I-NARRATIVE
of	I-NARRATIVE
our	I-NARRATIVE
experiences	I-NARRATIVE
before	I-NARRATIVE
the	I-NARRATIVE
proprietor	I-NARRATIVE
.	I-NARRATIVE

He	B-NARRATIVE
came	I-NARRATIVE
to	I-NARRATIVE
us	I-NARRATIVE
later	I-NARRATIVE
,	I-NARRATIVE
after	I-NARRATIVE
a	I-NARRATIVE
visit	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
driver	I-NARRATIVE
's	I-NARRATIVE
home	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
reported	I-NARRATIVE
him	I-NARRATIVE
as	I-NARRATIVE
covered	I-NARRATIVE
with	I-NARRATIVE
confusion	I-NARRATIVE
and	I-NARRATIVE
filled	I-NARRATIVE
with	I-NARRATIVE
remorse	I-NARRATIVE
.	I-NARRATIVE

"	B-OTHER
Ecco	I-OTHER
,	I-OTHER
ecco	I-OTHER
,	I-OTHER
he	I-OTHER
is	I-OTHER
the	I-OTHER
penitent	I-OTHER
one	I-OTHER
now	I-OTHER
!	I-OTHER
"	I-OTHER

exclaimed	B-NARRATIVE
the	I-NARRATIVE
padrone	I-NARRATIVE
.	I-NARRATIVE

"	B-NARRATIVE
His	I-NARRATIVE
parents	I-NARRATIVE
have	I-NARRATIVE
scolded	I-NARRATIVE
him	I-NARRATIVE
soundly	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
have	I-NARRATIVE
threatened	I-NARRATIVE

to	B-NARRATIVE
beat	I-NARRATIVE
him	I-NARRATIVE
with	I-NARRATIVE
a	I-NARRATIVE
stick	I-NARRATIVE
.	I-NARRATIVE

He	B-NARRATIVE
is	I-NARRATIVE
in	I-NARRATIVE
tears	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
sorrowful	I-NARRATIVE
one	I-NARRATIVE
!	I-NARRATIVE

It	B-NARRATIVE
is	I-NARRATIVE
the	I-NARRATIVE
first	I-NARRATIVE
time	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
it	I-NARRATIVE
will	I-NARRATIVE
never	I-NARRATIVE
happen	I-NARRATIVE
again	I-NARRATIVE
!	I-NARRATIVE
"	I-NARRATIVE

"	B-NARRATIVE
All	I-NARRATIVE
of	I-NARRATIVE
which	I-NARRATIVE
would	I-NARRATIVE
not	I-NARRATIVE
mend	I-NARRATIVE
our	I-NARRATIVE
bones	I-NARRATIVE

if	B-NARRATIVE
they	I-NARRATIVE
had	I-NARRATIVE
been	I-NARRATIVE
broken	I-NARRATIVE
!	I-NARRATIVE
"	I-NARRATIVE

said	B-NARRATIVE
Mrs.	I-NARRATIVE
Coxe	I-NARRATIVE
,	I-NARRATIVE
stoutly	I-NARRATIVE
.	I-NARRATIVE

"	B-NARRATIVE
It	I-NARRATIVE
is	I-NARRATIVE
your	I-NARRATIVE
duty	I-NARRATIVE

to	B-NARRATIVE
give	I-NARRATIVE
your	I-NARRATIVE
patrons	I-NARRATIVE
good	I-NARRATIVE
,	I-NARRATIVE
safe	I-NARRATIVE
drivers	I-NARRATIVE
.	I-NARRATIVE
"	I-NARRATIVE

The	B-NARRATIVE
padrone	I-NARRATIVE
then	I-NARRATIVE
called	I-NARRATIVE
upon	I-NARRATIVE
the	I-NARRATIVE
saints	I-NARRATIVE

to	B-NARRATIVE
witness	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
fact	I-NARRATIVE

that	B-NARRATIVE
he	I-NARRATIVE
had	I-NARRATIVE
never	I-NARRATIVE
known	I-NARRATIVE
an	I-NARRATIVE
accident	I-NARRATIVE

to	B-NARRATIVE
befall	I-NARRATIVE
any	I-NARRATIVE
of	I-NARRATIVE
his	I-NARRATIVE
patrons	I-NARRATIVE
,	I-NARRATIVE

repeating	B-NARRATIVE
that	I-NARRATIVE

this	B-NARRATIVE
was	I-NARRATIVE
Antonio	I-NARRATIVE
's	I-NARRATIVE
first	I-NARRATIVE
offence	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
that	I-NARRATIVE
he	I-NARRATIVE
must	I-NARRATIVE
have	I-NARRATIVE
been	I-NARRATIVE
drinking	I-NARRATIVE
some	I-NARRATIVE
bad	I-NARRATIVE
stuff	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
tavern	I-NARRATIVE
,	I-NARRATIVE

as	B-NARRATIVE
good	I-NARRATIVE
wine	I-NARRATIVE
would	I-NARRATIVE
never	I-NARRATIVE
so	I-NARRATIVE
set	I-NARRATIVE
the	I-NARRATIVE
brain	I-NARRATIVE
on	I-NARRATIVE
fire	I-NARRATIVE
.	I-NARRATIVE

The	B-DESCRIPTIVE
proprietor	I-DESCRIPTIVE
has	I-DESCRIPTIVE
a	I-DESCRIPTIVE
frank	I-DESCRIPTIVE
manner	I-DESCRIPTIVE

that	B-DESCRIPTIVE
gives	I-DESCRIPTIVE
one	I-DESCRIPTIVE
the	I-DESCRIPTIVE
impression	I-DESCRIPTIVE

that	B-DESCRIPTIVE
he	I-DESCRIPTIVE
is	I-DESCRIPTIVE
speaking	I-DESCRIPTIVE
the	I-DESCRIPTIVE
truth	I-DESCRIPTIVE
;	I-DESCRIPTIVE

we	B-NARRATIVE
are	I-NARRATIVE
inclined	I-NARRATIVE
to	I-NARRATIVE
believe	I-NARRATIVE
him	I-NARRATIVE
,	I-NARRATIVE

although	B-NARRATIVE
we	I-NARRATIVE
have	I-NARRATIVE
been	I-NARRATIVE
warned	I-NARRATIVE

not	B-NARRATIVE
to	I-NARRATIVE
allow	I-NARRATIVE
ourselves	I-NARRATIVE

to	B-NARRATIVE
be	I-NARRATIVE
deceived	I-NARRATIVE
by	I-NARRATIVE
appearances	I-NARRATIVE
in	I-NARRATIVE
this	I-NARRATIVE
land	I-NARRATIVE
of	I-NARRATIVE
ready	I-NARRATIVE
eloquence	I-NARRATIVE
.	I-NARRATIVE

Our	B-NARRATIVE
valiant	I-NARRATIVE
countrywoman	I-NARRATIVE
having	I-NARRATIVE
made	I-NARRATIVE
her	I-NARRATIVE
protest	I-NARRATIVE
for	I-NARRATIVE
the	I-NARRATIVE
party	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
this	I-NARRATIVE
disagreeable	I-NARRATIVE
duty	I-NARRATIVE
having	I-NARRATIVE
been	I-NARRATIVE
taken	I-NARRATIVE
off	I-NARRATIVE
our	I-NARRATIVE
shoulders	I-NARRATIVE
,	I-NARRATIVE

we	B-NARRATIVE
went	I-NARRATIVE
into	I-NARRATIVE
dinner	I-NARRATIVE
with	I-NARRATIVE
high	I-NARRATIVE
spirits	I-NARRATIVE
and	I-NARRATIVE
famous	I-NARRATIVE
appetites	I-NARRATIVE
.	I-NARRATIVE

Zelphine	B-NARRATIVE
and	I-NARRATIVE
I	I-NARRATIVE
are	I-NARRATIVE
so	I-NARRATIVE
wide	I-NARRATIVE
awake	I-NARRATIVE
after	I-NARRATIVE
our	I-NARRATIVE
exciting	I-NARRATIVE
drive	I-NARRATIVE

that	B-NARRATIVE
we	I-NARRATIVE
are	I-NARRATIVE
devoting	I-NARRATIVE
the	I-NARRATIVE
evening	I-NARRATIVE
to	I-NARRATIVE
letter-writing	I-NARRATIVE
,	I-NARRATIVE

both	B-NARRATIVE
of	I-NARRATIVE
us	I-NARRATIVE
being	I-NARRATIVE
sadly	I-NARRATIVE
in	I-NARRATIVE
arrears	I-NARRATIVE
.	I-NARRATIVE

The	B-NARRATIVE
other	I-NARRATIVE
guests	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
Hotel	I-NARRATIVE
S.	I-NARRATIVE
have	I-NARRATIVE
betaken	I-NARRATIVE
themselves	I-NARRATIVE
to	I-NARRATIVE
their	I-NARRATIVE
slumbers	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
we	I-NARRATIVE
enjoy	I-NARRATIVE
undisturbed	I-NARRATIVE
possession	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
only	I-NARRATIVE
warm	I-NARRATIVE
room	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
house	I-NARRATIVE
.	I-NARRATIVE

A	B-DESCRIPTIVE
wood	I-DESCRIPTIVE
fire	I-DESCRIPTIVE
blazes	I-DESCRIPTIVE
on	I-DESCRIPTIVE
the	I-DESCRIPTIVE
hearth	I-DESCRIPTIVE
,	I-DESCRIPTIVE

and	B-NARRATIVE
as	I-NARRATIVE
we	I-NARRATIVE
bask	I-NARRATIVE
in	I-NARRATIVE
its	I-NARRATIVE
genial	I-NARRATIVE
warmth	I-NARRATIVE

we	B-NARRATIVE
shiver	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
thought	I-NARRATIVE
of	I-NARRATIVE
our	I-NARRATIVE
rooms	I-NARRATIVE
upstairs	I-NARRATIVE
,	I-NARRATIVE

which	B-NARRATIVE
,	I-NARRATIVE
with	I-NARRATIVE
their	I-NARRATIVE
stone	I-NARRATIVE
floors	I-NARRATIVE
,	I-NARRATIVE
are	I-NARRATIVE
of	I-NARRATIVE
about	I-NARRATIVE
the	I-NARRATIVE
temperature	I-NARRATIVE
of	I-NARRATIVE
refrigerators	I-NARRATIVE
.	I-NARRATIVE


SORRENTO	B-NONE
,	I-NONE
March	I-NONE
11th	I-NONE
.	I-NONE

We	B-NARRATIVE
left	I-NARRATIVE
Cava	I-NARRATIVE
on	I-NARRATIVE
Wednesday	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
made	I-NARRATIVE
the	I-NARRATIVE
tour	I-NARRATIVE
from	I-NARRATIVE
there	I-NARRATIVE
to	I-NARRATIVE
Amalfi	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
brilliant	I-NARRATIVE
morning	I-NARRATIVE
sunshine	I-NARRATIVE
.	I-NARRATIVE

This	B-ARGUMENTATIVE
is	I-ARGUMENTATIVE
another	I-ARGUMENTATIVE
"	I-ARGUMENTATIVE
Cornice	I-ARGUMENTATIVE
Drive	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
"	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
far	I-ARGUMENTATIVE
finer	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

I	B-NARRATIVE
think	I-NARRATIVE
,	I-NARRATIVE

than	I-ARGUMENTATIVE
that	I-ARGUMENTATIVE
along	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
Riviera	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

The	B-DESCRIPTIVE
road	I-DESCRIPTIVE
winds	I-DESCRIPTIVE
above	I-DESCRIPTIVE
,	I-DESCRIPTIVE
beneath	I-DESCRIPTIVE
,	I-DESCRIPTIVE
and	I-DESCRIPTIVE
beside	I-DESCRIPTIVE
rugged	I-DESCRIPTIVE
cliffs	I-DESCRIPTIVE
of	I-DESCRIPTIVE
great	I-DESCRIPTIVE
height	I-DESCRIPTIVE
,	I-DESCRIPTIVE
always	I-DESCRIPTIVE
with	I-DESCRIPTIVE
the	I-DESCRIPTIVE
sea	I-DESCRIPTIVE
in	I-DESCRIPTIVE
full	I-DESCRIPTIVE
view	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Often	B-NARRATIVE
from	I-NARRATIVE
airy	I-NARRATIVE
summits	I-NARRATIVE
we	I-NARRATIVE
looked	I-NARRATIVE
down	I-NARRATIVE

upon	B-DESCRIPTIVE
fishing	I-DESCRIPTIVE
villages	I-DESCRIPTIVE
and	I-DESCRIPTIVE
towns	I-DESCRIPTIVE
built	I-DESCRIPTIVE
around	I-DESCRIPTIVE
bays	I-DESCRIPTIVE
and	I-DESCRIPTIVE
inlets	I-DESCRIPTIVE
,	I-DESCRIPTIVE
as	I-DESCRIPTIVE
Cetara	I-DESCRIPTIVE
and	I-DESCRIPTIVE
Atrani	I-DESCRIPTIVE
,	I-DESCRIPTIVE

while	B-DESCRIPTIVE
upon	I-DESCRIPTIVE
projecting	I-DESCRIPTIVE
headlands	I-DESCRIPTIVE
are	I-DESCRIPTIVE
many	I-DESCRIPTIVE
watch-towers	I-DESCRIPTIVE
,	I-DESCRIPTIVE

now	B-DESCRIPTIVE
used	I-DESCRIPTIVE
chiefly	I-DESCRIPTIVE
as	I-DESCRIPTIVE
dwellings	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-OTHER
needed	I-OTHER
not	I-OTHER
to	I-OTHER
be	I-OTHER
told	I-OTHER

that	B-EXPOSITORY
the	I-EXPOSITORY
making	I-EXPOSITORY
of	I-EXPOSITORY
macaroni	I-EXPOSITORY
is	I-EXPOSITORY
one	I-EXPOSITORY
of	I-EXPOSITORY
the	I-EXPOSITORY
chief	I-EXPOSITORY
industries	I-EXPOSITORY
of	I-EXPOSITORY
Amalfi	I-EXPOSITORY
.	I-EXPOSITORY

As	B-NARRATIVE
we	I-NARRATIVE
drew	I-NARRATIVE
near	I-NARRATIVE
the	I-NARRATIVE
town	I-NARRATIVE

many	B-NARRATIVE
yards	I-NARRATIVE
of	I-NARRATIVE
it	I-NARRATIVE
were	I-NARRATIVE
to	I-NARRATIVE
be	I-NARRATIVE
seen	I-NARRATIVE

hanging	B-DESCRIPTIVE
upon	I-DESCRIPTIVE
lines	I-DESCRIPTIVE
like	I-DESCRIPTIVE
a	I-DESCRIPTIVE
wash	I-DESCRIPTIVE
or	I-DESCRIPTIVE
spread	I-DESCRIPTIVE
upon	I-DESCRIPTIVE
the	I-DESCRIPTIVE
grass	I-DESCRIPTIVE
to	I-DESCRIPTIVE
dry	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Amalfi	B-ARGUMENTATIVE
is	I-ARGUMENTATIVE
charmingly	I-ARGUMENTATIVE
situated	I-ARGUMENTATIVE
at	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
entrance	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
a	I-ARGUMENTATIVE
deep	I-ARGUMENTATIVE
ravine	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE
surrounded	I-ARGUMENTATIVE
by	I-ARGUMENTATIVE
mountains	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
rocks	I-ARGUMENTATIVE
of	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
most	I-ARGUMENTATIVE
picturesque	I-ARGUMENTATIVE
forms	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

We	B-NARRATIVE
climbed	I-NARRATIVE
up	I-NARRATIVE
the	I-NARRATIVE
sixty	I-NARRATIVE
steps	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
Cathedral	I-NARRATIVE
of	I-NARRATIVE
St.	I-NARRATIVE
Andrew	I-NARRATIVE
.	I-NARRATIVE

Mrs.	B-NARRATIVE
Coxe	I-NARRATIVE
and	I-NARRATIVE
some	I-NARRATIVE
of	I-NARRATIVE
her	I-NARRATIVE
party	I-NARRATIVE
were	I-NARRATIVE
carried	I-NARRATIVE
up	I-NARRATIVE
in	I-NARRATIVE
chairs	I-NARRATIVE
by	I-NARRATIVE
two	I-NARRATIVE
stout	I-NARRATIVE
Calabrians	I-NARRATIVE
,	I-NARRATIVE

but	B-NARRATIVE
we	I-NARRATIVE
preferred	I-NARRATIVE
to	I-NARRATIVE
walk	I-NARRATIVE
,	I-NARRATIVE

turning	B-NARRATIVE
every	I-NARRATIVE
now	I-NARRATIVE
and	I-NARRATIVE
then	I-NARRATIVE

to	B-NARRATIVE
gaze	I-NARRATIVE
upon	I-NARRATIVE
the	I-NARRATIVE
enchanting	I-NARRATIVE
view	I-NARRATIVE
spread	I-NARRATIVE
before	I-NARRATIVE
us	I-NARRATIVE
.	I-NARRATIVE

At	B-DESCRIPTIVE
the	I-DESCRIPTIVE
top	I-DESCRIPTIVE
of	I-DESCRIPTIVE
the	I-DESCRIPTIVE
slope	I-DESCRIPTIVE
is	I-DESCRIPTIVE
a	I-DESCRIPTIVE
spacious	I-DESCRIPTIVE
garden	I-DESCRIPTIVE
terrace	I-DESCRIPTIVE
full	I-DESCRIPTIVE
of	I-DESCRIPTIVE
flowers	I-DESCRIPTIVE
,	I-DESCRIPTIVE

with	B-DESCRIPTIVE
roses	I-DESCRIPTIVE
climbing	I-DESCRIPTIVE
all	I-DESCRIPTIVE
over	I-DESCRIPTIVE
its	I-DESCRIPTIVE
walls	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
stopped	I-NARRATIVE
overnight	I-NARRATIVE
at	I-NARRATIVE
the	I-NARRATIVE
old	I-NARRATIVE
Capuchin	I-NARRATIVE
monastery	I-NARRATIVE
,	I-NARRATIVE

which	B-NARRATIVE
is	I-NARRATIVE
now	I-NARRATIVE
fitted	I-NARRATIVE
up	I-NARRATIVE
as	I-NARRATIVE
a	I-NARRATIVE
hotel	I-NARRATIVE
,	I-NARRATIVE

and	B-NARRATIVE
yesterday	I-NARRATIVE
drove	I-NARRATIVE
here	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
greater	I-NARRATIVE
part	I-NARRATIVE
of	I-NARRATIVE
the	I-NARRATIVE
way	I-NARRATIVE
beside	I-NARRATIVE
terraces	I-NARRATIVE
of	I-NARRATIVE
lemon-trees	I-NARRATIVE
covered	I-NARRATIVE
with	I-NARRATIVE
ripening	I-NARRATIVE
fruit	I-NARRATIVE
-	I-NARRATIVE

enough	B-ARGUMENTATIVE
lemons	I-ARGUMENTATIVE
to	I-ARGUMENTATIVE
make	I-ARGUMENTATIVE
lemonade	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
the	I-ARGUMENTATIVE
whole	I-ARGUMENTATIVE
world	I-ARGUMENTATIVE
,	I-ARGUMENTATIVE

one	B-ARGUMENTATIVE
would	I-ARGUMENTATIVE
think	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

As	B-NARRATIVE
we	I-NARRATIVE
drew	I-NARRATIVE
near	I-NARRATIVE
Sorrento	I-NARRATIVE

orange-trees	B-DESCRIPTIVE
took	I-DESCRIPTIVE
the	I-DESCRIPTIVE
place	I-DESCRIPTIVE
of	I-DESCRIPTIVE
lemon-trees	I-DESCRIPTIVE
,	I-DESCRIPTIVE
groves	I-DESCRIPTIVE
and	I-DESCRIPTIVE
groves	I-DESCRIPTIVE
of	I-DESCRIPTIVE
them	I-DESCRIPTIVE
,	I-DESCRIPTIVE
with	I-DESCRIPTIVE
their	I-DESCRIPTIVE
dark	I-DESCRIPTIVE
,	I-DESCRIPTIVE
shining	I-DESCRIPTIVE
leaves	I-DESCRIPTIVE
and	I-DESCRIPTIVE
brilliantly	I-DESCRIPTIVE
colored	I-DESCRIPTIVE
fruit	I-DESCRIPTIVE
.	I-DESCRIPTIVE

Peasants	B-NARRATIVE
brought	I-NARRATIVE
oranges	I-NARRATIVE
to	I-NARRATIVE
the	I-NARRATIVE
carriage	I-NARRATIVE
for	I-NARRATIVE
sale	I-NARRATIVE
,	I-NARRATIVE
clusters	I-NARRATIVE
of	I-NARRATIVE
them	I-NARRATIVE
,	I-NARRATIVE
with	I-NARRATIVE
fruit	I-NARRATIVE
and	I-NARRATIVE
blossoms	I-NARRATIVE
growing	I-NARRATIVE
together	I-NARRATIVE
,	I-NARRATIVE

which	B-ARGUMENTATIVE
they	I-ARGUMENTATIVE
were	I-ARGUMENTATIVE
glad	I-ARGUMENTATIVE

to	B-NARRATIVE
give	I-NARRATIVE
us	I-NARRATIVE
for	I-NARRATIVE
a	I-NARRATIVE
few	I-NARRATIVE
soldi	I-NARRATIVE
.	I-NARRATIVE

This	B-NARRATIVE
morning	I-NARRATIVE
we	I-NARRATIVE
spent	I-NARRATIVE
in	I-NARRATIVE
the	I-NARRATIVE
shops	I-NARRATIVE

buying	B-NARRATIVE
wood-carvings	I-NARRATIVE
and	I-NARRATIVE
silk	I-NARRATIVE
,	I-NARRATIVE

which	B-NARRATIVE
is	I-NARRATIVE
made	I-NARRATIVE
here	I-NARRATIVE
,	I-NARRATIVE

and	B-DESCRIPTIVE
is	I-DESCRIPTIVE
consequently	I-DESCRIPTIVE
astonishingly	I-DESCRIPTIVE
cheap	I-DESCRIPTIVE
.	I-DESCRIPTIVE

We	B-NARRATIVE
found	I-NARRATIVE
Mr.	I-NARRATIVE
Crawford	I-NARRATIVE
's	I-NARRATIVE
charming	I-NARRATIVE
villa	I-NARRATIVE
,	I-NARRATIVE
and	I-NARRATIVE
,	I-NARRATIVE
to	I-NARRATIVE
Zelphine	I-NARRATIVE
's	I-NARRATIVE
great	I-NARRATIVE
delight	I-NARRATIVE
,	I-NARRATIVE
the	I-NARRATIVE
house	I-NARRATIVE
of	I-NARRATIVE
Tasso	I-NARRATIVE
's	I-NARRATIVE
sister	I-NARRATIVE
on	I-NARRATIVE
the	I-NARRATIVE
Strada	I-NARRATIVE
San	I-NARRATIVE
Nicola	I-NARRATIVE
.	I-NARRATIVE

Tasso	B-NARRATIVE
's	I-NARRATIVE
birthplace	I-NARRATIVE
and	I-NARRATIVE
the	I-NARRATIVE
rock	I-NARRATIVE
upon	I-NARRATIVE
which	I-NARRATIVE
the	I-NARRATIVE
house	I-NARRATIVE
stood	I-NARRATIVE

have	B-NARRATIVE
both	I-NARRATIVE
been	I-NARRATIVE
swallowed	I-NARRATIVE
up	I-NARRATIVE
by	I-NARRATIVE
the	I-NARRATIVE
sea	I-NARRATIVE
;	I-NARRATIVE

but	B-DESCRIPTIVE
the	I-DESCRIPTIVE
house	I-DESCRIPTIVE
of	I-DESCRIPTIVE
his	I-DESCRIPTIVE
sister	I-DESCRIPTIVE
Cornelia	I-DESCRIPTIVE
,	I-DESCRIPTIVE

to	B-NARRATIVE
which	I-NARRATIVE
the	I-NARRATIVE
great	I-NARRATIVE
Tasso	I-NARRATIVE
came	I-NARRATIVE
in	I-NARRATIVE
1592	I-NARRATIVE
disguised	I-NARRATIVE
as	I-NARRATIVE
a	I-NARRATIVE
shepherd	I-NARRATIVE
,	I-NARRATIVE

is	I-DESCRIPTIVE
still	I-DESCRIPTIVE
standing	I-DESCRIPTIVE
,	I-DESCRIPTIVE

and	B-DESCRIPTIVE
there	I-DESCRIPTIVE
is	I-DESCRIPTIVE
a	I-DESCRIPTIVE
statue	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Torquato	I-DESCRIPTIVE
Tasso	I-DESCRIPTIVE
in	I-DESCRIPTIVE
the	I-DESCRIPTIVE
chief	I-DESCRIPTIVE
square	I-DESCRIPTIVE
of	I-DESCRIPTIVE
Sorrento	I-DESCRIPTIVE
.	I-DESCRIPTIVE

[	B-NONE
Illustration	I-NONE
:	I-NONE
An	I-NONE
Amazonian	I-NONE
Tribute	I-NONE
,	I-NONE
Capri	I-NONE
]	I-NONE

I	B-NARRATIVE
am	I-NARRATIVE
writing	I-NARRATIVE
on	I-NARRATIVE
a	I-NARRATIVE
fine	I-NARRATIVE
terrace	I-NARRATIVE
overlooking	I-NARRATIVE
the	I-NARRATIVE
sea	I-NARRATIVE
,	I-NARRATIVE

where	B-ARGUMENTATIVE
stone	I-ARGUMENTATIVE
benches	I-ARGUMENTATIVE
and	I-ARGUMENTATIVE
tables	I-ARGUMENTATIVE
are	I-ARGUMENTATIVE
conveniently	I-ARGUMENTATIVE
arranged	I-ARGUMENTATIVE
for	I-ARGUMENTATIVE
our	I-ARGUMENTATIVE
use	I-ARGUMENTATIVE
.	I-ARGUMENTATIVE

The	B-DESCRIPTIVE
sun	I-DESCRIPTIVE
is	I-DESCRIPTIVE
like	I-DESCRIPTIVE
that	I-DESCRIPTIVE
of	I-DESCRIPTIVE
June	I-DESCRIPTIVE
,	I-DESCRIPTIVE

and	B-DESCRIPTIVE
roses	I-DESCRIPTIVE
such	I-DESCRIPTIVE
as	I-DESCRIPTIVE
belong	I-DESCRIPTIVE
to	I-DESCRIPTIVE
that	I-DESCRIPTIVE
month	I-DESCRIPTIVE

are	B-DESCRIPTIVE
blooming	I-DESCRIPTIVE
all	I-DESCRIPTIVE
over	I-DESCRIPTIVE
the	I-DESCRIPTIVE
wall	I-DESCRIPTIVE
beside	I-DESCRIPTIVE
me	I-DESCRIPTIVE
